AdapterInfo { name: "Apple M1 Pro", vendor: 0, device: 0, device_type: IntegratedGpu, driver: "", driver_info: "", backend: Metal }
samples: 1000
test,mean,median,min,max,plot
embrace.svg,131.14µs,136.13µs,14.13µs,3.66ms,▃▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
paris-30k.svg,251.70µs,154.54µs,15.00µs,1.94ms,▁▁▁▂▁▁▁▂▂▁▁▂▁▂▂▁▂▃▁▁▂▆▃▂▁▂▂▁▁▁▁▃▁▄▃▃▂▂▁▂▂▁▁▅▃▁▃▁▄▁▂▂▁▂▂▂▂▂▁▄▁▁▇▃▃▂▅▃▃▁▃▂▁▁▂▂▃▃▁▂▁▂▁▁▁▄▂▁▂▁▂▂▄▁▂▁▃▂▂▁▄▂▆▂▁▂▁▁▁▁▁▂▁▁▂▂▂▃▃▂▁▃▆▁▂▁▄▁▂▁▂▁▂▃▁▁▆▂▂▂▁▁▁▁▁▂▁▄▆▃▁▁▂▁▁▃▆▁▂▃▁▁▁▁▂▂▃▁▁▁▂▂▆▁▂▂▁▁▄▂▁▂▂▁▂▂▁▁▂▁▁▁▃▂▁▂▁▁▃▂▂▂▁▂▅▂▁▁▂▄▁▂▂▁▁▁▂▄▃▁▁▁▂▂▂▃▂▂▁▇▁▃▂▂▂▁▂▂▂▂▂▂▁▁▁▂▂▁▂▁▁▂▂▂▂▂▁▁▁▁▂▁▁▂▁▂▂▁▁▂▂▁▁▂▂▁▃▁▁▁▂▁▁▁▂▂▂▁▁▄▁▂▂▁▁▁▃▁▃▃▂▂▃▁▁▁▁▁▁▂▁▂▁█▂▁▁▂▂▃▂▃▁▂▁▁▁▂▂▁▁▂▂▂▁▂▁▁▁▁▁▂▂▁▂▁▁▃▂▂▁▁▁▂▄▂▁▃▁▂▂▁▂▁▁▁▁▂▆▅▁▃▂▂▂▂▂▂▂▁▁▂▂▁▁▁▁▁▁▁▁▂▂▁▂▁▂▂▂▁▂▁▁▁▁▁▂▂▁▂▁▁▂▁▁▁▁▂▁▁▂▁▁▁▃▅▂▁▁▁▂▂▁▁▂▂▁▁▂▂▁▃▁▂▂▆▁▂▂▃▂▁▁▁▆▂▁▂▁▁▁▁▂▁▁▂▁▁▂▁▄▁▃▂▃▆▂▂▂▂▂▁▁▁▂▁▁▂▁▅▂▂▂▂▁▄▂▁▇▁▂▁▃▁▂▂▁▁▂▁▁▁▁▁▂▂▂▄▂▄▂▁▂▁▂▁▄▄▂▂▁▁▂▄█▂▁▂▁▂▄▂▁▁▃▃▄▄▃▂▇▁▂▂▁▂▂▁▂▁▂▁▁▆▁▁▄▁▁▁▁▂▇▂▁▁▄▁▃▂▁▁▂▂▂▂▁▄▁▁▂▁▂▂▁▄▂▁▂▁▂▁▂▂▇▁▂▂▁▁▂▁▃▁▁▃▃▁▁▂▁▁▁▂▂▁▁▁▁▃▂▁▂▄▂▄▂▂▄▁▁▄▂▁▂▁▁▁▃▁▁▁▂▁▂▁▂▁▇▂▂▁▁▁▁▂▂▂▁▁▂▁▁▂▄▁▁▄▁▁▁▁▂▁▁▁▂▁▁▂▃▃▂▁▇▂▁▂▂▁▂▁▇▁▁▃▂▂▁▂▂▂▁▂▁▁▁▂▁▂▁▁▁▁▁▂▁▂▂▁▂▁▂▁▁▂▁▂▃▂▁▂▁▂▂▂▂▃▂▃▃▅▁▂▁▂▂▂▁▁▂▂▂▂▁▂▂▁▁▁▂▂▁▁▁▂▁▂▂▁▁▁▁▂▁▂▂▁▂▂▁▁▁▂▂▄▁▂▁▂▃▁▂▁▁▂▄▁▂▁▁▃▇▁▂▁▁▂▂▂▂▂▁▂▂▂▂▄▁▃▂▁▁▁▂▂▃▁▁▁▂▁▂▁▁▂▁▁▃▁▁▂▂▁▃▂▂▂▃▁▁▁▁▂▁▁▂▂▂▂▄▂▇▄▁▂▁▂▁▂▁▂▂▁▁▁▁▂▂▂▁▁▁▂▂▂▂▁▃▆▁▂▁▂▁▂▂▂▁▂▂▁▂▁▁▂▁▃▁▂▂▂▂▂▆▄▁▇▁▁▂▂▁▁▂▁▂▁▁▂▁▁▁▁▁▂▁▂▂▂▁▁▂▁▁▂▁▂▂▂▆▂▂▆▁▅▂▂▁▁▁▆▂▇▁▁▂▂▁▂▁▂▁▁▂▁▆▁▃▁▄▄▂▁▂▂▁▁▂▂
paris-70k.svg,182.70µs,146.92µs,9.92µs,2.72ms,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▃▂▁▁▁▁▁▁▁▃▁▁▁▁▁▁▁▁▁▁▁▁▄▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▅▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▁▁▁▁▁▁▁▁▁▁▄▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▅▁▁▁▁▁▁▁▃▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▃▁▁▃▁▅▁▁▂▂▃▁▁▁▁▁▃▁▁▁▁▅▁▁▁▁▁▃▁▁▁▁▁▁▃▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▅▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▁▁▁▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▃▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▁▁▁▁▁▁▃▃▁▁▃▁▁▁▁▅▁▁▁▁▁▁▁▁▁▃▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▅▁▅▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▃▁▁▁▁▅▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▃▁▁▁▁▁▁▁▃▁▁▁▁▃▁▃▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▃▁▂▂▁▁▃▁▁▃▅▁▃▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▃▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▃▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▃▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▃▁▁▁▁▁▁▁▁▁▁▁▁
tiger.svg,80.01µs,76.96µs,14.96µs,720.21µs,▁▂▂▂▂▁▂▂▂▁▂▁▁▂▁▂▂▁▁▁▁▁▁▂▁▁▂▁▁▁▁▁▁▁▁▂▁▂▁▂▂▁▂▁▂▁▁▂▂▂▂▁▁▁▂▁▁▁▁▂▂▁▁▁▁▁▂▁▁▂▁▂▁▁▂▁▁▁▁▁▁▁▂▂▂▂▂▂▁▁▁▁▁▂▁▂▁▁▃▂▁▂▁▂▁▂▂▂▂▂▂▂▂▂▁▂▂▁▂▂▂▂▁▁▂▂▂▁▂▂▁▃▂▂▂▂▁▁▂▂▂▂▂▂▂▂▂▃▁▂▂▂▁▂▁▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▁▂▂▂▂▂▂▂▁▂▁▂▂▂▁▂▁▂▁▂▁▂▂▂▁▁▂▂▂▂▂▂▂▂▂▂▁▂▂▂▁▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▁▂▂▂▂▂▁▂▂▂▂▂▁▂▂▂▂▂▂▂▁▂▂▁▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▁▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▁▁▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▃▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▁▇▁▂▁▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▄▁▂▂▁▂▁▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▃▁▂▂▂▂▁▂▂▂▂▂▂▂▁▂▁▂▁▂▁▂▁▂▂▂▁▁▁▂▂▁▇▂▂▂▁▂▂▂▂▂▁▂▁▂▁▁▁▂▁▁▂▂▂▁▂▁▁▃▂▁▂▂▂▂▂▂▁▂▂▃▁▂▂▂▂▁▂▂▂▁▂▂▂▁▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▂▂▁▂▁▂▁▁▁▂▂▂▂▂▁▂▂▁▂▂▂▁▂▂▂▁▁▂▂▂▂▁▂▁▁▁▁▂▂▂▃▂▂▂▂▂▂▂▁▂▂▁▂▂▂▁▁▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▁▂▂▂▁▂▂▂▂▂▁▂▂▂▁▁▂▁▂▂▂▂▂▂▂▁▂▂▁▁▂▂▂▂▁▂▂▁▂▂▂▂▂▂▂▂▂▂▇▂▂▁▁▇▁▂▂█▂▂▂█▂▁▂▂▁▃▇▁▂▂▁▁▂▂▂▂▁▂▁▁▂▂▁▂▂▁▂▂▂▂▂▁▁▁▂▁▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▁▂▂▂▁▂▂▁▁▁▂▂▇▂▂▂▁▂▂▂▁▂▂▂▂▂▂▁▂▂▂▂▂▂▁▂▂▂▁▂▂▂▂▂▃▂▂▂▁▂▂▂▂▂▂▁▁▂▂▂▁▂▂▂▁▂▂▁▂▁▁▂▂▂▂▇▁▂▂▁▁▂▂▂▇▁▃▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▁▂▁▂▂▁▂▂▂▂▂▂▂▂▂▂▁▂▁▁▂▂▂▂▁▂▂▂▂▂▁▂▂▁▂▁▁▂▁▂▁▂▂▂▂▂▂▁▂▂▂▁▂▂▂▁▂▂▂▂▂▂▁▂▂
paris-50k.svg,211.75µs,146.25µs,10.88µs,1.51ms,▂▁█▂▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂█▂▅▂▂▂▂▂▂▂▁▂▂▂▁▂▂▂▁▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▄▂▂▂▂▂▂▂▂▂▅▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▁▂▂▁▂▃▂▂▅▂▂▂▂▂▂▂▂▂▂▂█▂▂▂▂▂▂▂▂▄▂▂▃▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▅▂▂▂▂▂▂▂▂▁▂▂▂▄▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▂▅▂▂▃▄▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂█▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▅▂▂▂▂▂▂▂▂▂▁▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▄▂▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▅▂▂▂▂▂▂▄▂▂█▂▂▂▂▂▂▂█▂▂▂▂▁▂▂▂▂▂▂▂▂█▂▂▂▂▂▄▂▂█▂▂▅▂▂▂▂▂▂▂▂▂▄▂▂▂▂▂▂▂▄▂▂▅▂▂▂▂▂▂▂▂▄▂▂▂▂▂▂▂▂▂▂▂▂▂▅▂▂▂▂▂▂▂▂▅▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▅▅▂▂▅▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▅▂▂▂▂▂▂▂▂▃▂▂▂▂▂▂▂▂▄▂▂▄▂▃▂█▂▂▂▃▂▂▅▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▅▂▂▂▂▅▁▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▄▂▂▂▂▂▅▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▅▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▅▂▂▂▂▁▂▄▂▂▃▂▅▂▂▂▂▂▂▂▂▂▂▂▂▂▄▂▂▂▂▂▂▂▂▂▂▅▂▂▂▂▂▂▂▂▂▂▂▅▂▁█▇▂▂▂▂▂▂▁▂▂▂▂▅▅▂▂▂█▁▂▂▂▂▂█▂▂▂▂▂▂▂▂▂▂▅▂▂▂▂▄▂▂█▂▇▂▂▂▂▂▂▂▂▂▂▂▅▂▂▂▂▂▂▄▂▂▂▂▅▂▂▅▂▂▂▂▂▂▂▅▂▂▂▄▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▄▅▂▂▂▂▂▂▂▅▂▅▂▂▂▂▂▂▂▄▂▂▂▂▂▂▅▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▅▂▂▅▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▄▂▂▁▂▂▂▂▂▂▂▂▄▂▂▂▂▂▂▂▂▂▂▂▂▂▂▄▂▂▂▂▂▁▂▂▂▂▄▂▂▂▂▂▂▂▂▂▃▅▄▂▁▂▂▅▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▅▅▂▂▂▂▂▂█▂▂▂▂▂▂▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▂█▂▂▅▂▂▂▅▂▂▂
contour.svg,110.46µs,62.75µs,16.58µs,738.13µs,▂▁▅▁▁▁▁▂▁▁▁▁▁▅▁▁▁▁▃▁▁▂▄▁▅▁▅▁▂▂▁▁▁▁▂▂▁▁▂▁▁▁▁▅▁▁▅▁▁▂▅▁▁▁▁▂▁▅▁▁▅▁▅▁▁▂▁▁▁▁▁▂▁▂▁▂▁▁▅▁▅▅▂▁▁▅▁▁▁▁▂▁▂▁▁▁▁▁▁▅▁▁▁▁▁▅▁▂▅▁▁▂▂▂▁▁▁▂▂▁▁▂▅▂▂▂▁▁▅▅▂▁▁▁▁▁▂▅▁▁▁▂▅▂▁▁▂▁▁▁▁▁▅▁▁▁▁▁▁▅▁▅▁▂▁▁▂▂▁▂▅▂▁▁▅▅▁▁▂▁▁▁▁▁▅▅▁▁▁▁▁▁▁▂▁▁▁▁▁▃▁▁▇▁▂▂▁▁▁▁▁▁▁▁▇▁▁▁▁▁▁▆▁▁▁▁▁▁▁▁▁▁▂▁▇▁▂▇▁▁▁▁▁█▂▁▁▂▁▁▂▂▁▂▂▂▁▂▁▃▁▁▁▁▁▁▁▇▁▁▁▁▂▁▁▁▁▁▁▁▁▁▂▁▁▂▁▆▁▁▂▅▂▂▁▂▁▂▁▂▁▁▁▁▅▁▁▁▁▁▁▁▁▅▁▁▆▁▁▁▁▁▁▁▁▁▁▂▂▁▁▂▁▂▁▁▁▅▁▃▁▁▁▁▁▂▁▁▁▁▂▁▁▂▁▂▁▁▅▁▁▁▁▁▁▅▁▁▁▁▁▅▃▁▁▁▂▇▂▁▂▁▁▂▇▁▁▅▅▁▅▁▅▁▅▅▁▂▁▁▂▂▁▁▁▁▁▁▁▁▁▂▁▁▁▂▂▁▅▂▅▁▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▁▁▁▂▁▁▁▁▅▁▁▁▁▅▁▁▂▁▁▁▁▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▁▂▁▁▁▁▅▁▂▁▁▁▁▁▁▅▅▁▁▂▁▅▁▁▅▅▁▁▁▁▁▁▁▁▁▅▁▁▁▁▁▁▁▁▂▁▅▅▂▁▁▁▂▁▁▁▁▁▂▁▃▁▁▂▁▂▁▅▁▁▁▁▁▁▁▁▁▁▁▁▁▅▁▁▁▁▆▁▁▁▁▁▅▁▁▁▁▁▂▁▁▂▁▇▁▂▇▂▁▁▂▁▁▁▁▁▁▁▂▁▁▁▁▁▅▁▁▂▂▁▅▁▁▁▅▁▁▁▁▅▁▂▁▁▁▂▁▃▁▁▁▁▁▁▅▂▂▂▁▂▁▁▁▁▁▁▁▁▁▁▁▁▂▁▁▁▅▅▁▁▁▂▂▁▂▁▁▁▁▂▁▇▁▁▁▂▁▁▁▁▁▁▁▁▁▂▁▁▂▁▁▁▂▂▂▁▁▁▁▁▂▂▂▁▁▁▁▇▂▁▂▂▂▁▁▂▂▂▁▁▂▁▁▁▁▁▂▂▇▁▁▁▁▂▁▁▂▁▁▁▂▁▂▂▂▁▇▁▁▁▂▁▅▁▁▂▁▁▂▁▁▁▁▃▁▅▁▁▂▁▂▁▁▁▁▁▁▁▁▁▁▅▁▁▂▃▁▁▁▁▁▁▇▁▂▁▁▁▂▁▁▁▁▇▁▁▁▁▁▁▇▂▁▇▁▁▂▇▅▁▁▂▁▁▇▂▁▁▁▁▁▁▁▂▁▁▁▁▁▁▆▁▅▁▁▁▁▅▅▁▁▂▁▁▁▅▁▁▅▂▂▁▁▁▁▁▁▁▁▁▂▁▅▁▁▅▁▅▁▁▁▁▅▁▁▅▅▃▁▅▁▁▁▂▁▃▁▁▁▁▁▁▁▂▁▁▂▇▁▂▂▁▁▁▁▁▇▁▂▁▆▁▁▅▁▂▁▁▁▁▁▂▁▁▁▁▂▁▂▁▆▁▂▂▁▁▁▁▁▁▁▂▁▁▂▁▂▁▁▁▁▁▂▁▂▁▁▁▁▁▅▁▂▁▂▂▁▂▁▇▁▁▁▁▂▁▁▇▁▁▂▁▇▂▁▁
